canonical_structure_group_id,canonical_smiles,InChIKey,aliases,references,solvent,n_measurements,E00_mean,E00_median,E00_std,E00_min,E00_max,E00_range,primary_target,source_domain_status,generic_bemis_murcko_scaffold,bemis_murcko_scaffold,CzBN_domain_status,CzBN_substituent_family,CzBN_structural_cluster
E00_133_00504,CCCCN1c2ccccc2Sc2cc(/C=C/c3nc4nc5ccccc5nc4s3)ccc21,NSOCOPQKFMEMCS-FYWRMAATSA-N,,http://dx.doi.org/10.1016/j.saa.2016.10.045,toluene,1,2.326012820380198,2.326012820380198,0.0,2.326012820380198,2.326012820380198,0.0,2.326012820380198,general_only,C1CCC2CC3CC(CCC4CC5CC6CCCCC6CC5C4)CCC3CC2C1,C(=C/c1nc2nc3ccccc3nc2s1)\c1ccc2c(c1)Sc1ccccc1N2,outside_MR_TADF,outside_CzBN_domain,outside_CzBN_domain
E00_133_00505,CCCCOC(=O)c1cc(Cl)c2c3c(Cl)cc4c5c(cc(Cl)c(c6c(Cl)cc(C(=O)OCCCC)c1c26)c53)C(=O)N(c1c(C(C)C)cccc1C(C)C)C4=O,RTJNCDZVBYLJPP-UHFFFAOYSA-N,,DOI: 10.1021/acs.joc.9b01131,toluene,1,2.419811320754717,2.419811320754717,0.0,2.419811320754717,2.419811320754717,0.0,2.419811320754717,general_only,CC1C2CCC3C4CCCC5CCCC(C6CCC(C(C)C1C1CCCCC1)C2C36)C54,O=C1c2ccc3c4cccc5cccc(c6ccc(c2c36)C(=O)N1c1ccccc1)c54,outside_MR_TADF,outside_CzBN_domain,outside_CzBN_domain
E00_133_00506,CCCCOC(=O)c1cc(Cl)c2c3c(Cl)cc4c5c(cc(Cl)c(c6c(Oc7ccc(C(=O)OC)cc7)cc(C(=O)OCCCC)c1c26)c53)C(=O)N(c1c(C(C)C)cccc1C(C)C)C4=O,VKDMIHPYOJQPDC-UHFFFAOYSA-N,,DOI: 10.1021/acs.joc.9b01131,toluene,1,2.330022541561003,2.330022541561003,0.0,2.330022541561003,2.330022541561003,0.0,2.330022541561003,general_only,CC1C2CCC3C4CCCC5CCC(CC6CCCCC6)C(C6CCC(C(C)C1C1CCCCC1)C2C36)C54,O=C1c2ccc3c4cccc5ccc(Oc6ccccc6)c(c6ccc(c2c36)C(=O)N1c1ccccc1)c54,outside_MR_TADF,outside_CzBN_domain,outside_CzBN_domain
E00_133_00507,CCCCOC(=O)c1cc(Cl)c2c3c(Cl)cc4c5c(cc(Cl)c(c6c(Oc7ccc(OC)cc7)cc(C(=O)OCCCC)c1c26)c53)C(=O)N(c1c(C(C)C)cccc1C(C)C)C4=O,RHROOIMGFQFNDH-UHFFFAOYSA-N,,DOI: 10.1021/acs.joc.9b01131,toluene,1,2.2598971058538426,2.2598971058538426,0.0,2.2598971058538426,2.2598971058538426,0.0,2.2598971058538426,general_only,CC1C2CCC3C4CCCC5CCC(CC6CCCCC6)C(C6CCC(C(C)C1C1CCCCC1)C2C36)C54,O=C1c2ccc3c4cccc5ccc(Oc6ccccc6)c(c6ccc(c2c36)C(=O)N1c1ccccc1)c54,outside_MR_TADF,outside_CzBN_domain,outside_CzBN_domain
E00_133_00508,CCCCOC(=O)c1cc(Oc2ccc(C(C)(C)C)cc2)c2c3c(Cl)cc4c5c(cc(Cl)c(c6c(Oc7ccc(C(C)(C)C)cc7)cc(C(=O)OCCCC)c1c26)c53)C(=O)N(c1c(C(C)C)cccc1C(C)C)C4=O,TXHFZFBFMQBLBA-UHFFFAOYSA-N,,DOI: 10.1021/acs.joc.9b01131,toluene,1,2.2246542632573876,2.2246542632573876,0.0,2.2246542632573876,2.2246542632573876,0.0,2.2246542632573876,general_only,CC1C2CCC3C4C(CC5CCCCC5)CCC5CCC(CC6CCCCC6)C(C6CCC(C(C)C1C1CCCCC1)C2C36)C54,O=C1c2ccc3c4c(Oc5ccccc5)ccc5ccc(Oc6ccccc6)c(c6ccc(c2c36)C(=O)N1c1ccccc1)c54,outside_MR_TADF,outside_CzBN_domain,outside_CzBN_domain
E00_133_00509,CCCCOC(=O)c1cc(Oc2ccc(OC)cc2)c2c3c(Cl)cc4c5c(cc(Cl)c(c6c(Oc7ccc(OC)cc7)cc(C(=O)OCCCC)c1c26)c53)C(=O)N(c1c(C(C)C)cccc1C(C)C)C4=O,QLNVQYPWPZZBEP-UHFFFAOYSA-N,,DOI: 10.1021/acs.joc.9b01131,toluene,1,2.202666716970217,2.202666716970217,0.0,2.202666716970217,2.202666716970217,0.0,2.202666716970217,general_only,CC1C2CCC3C4C(CC5CCCCC5)CCC5CCC(CC6CCCCC6)C(C6CCC(C(C)C1C1CCCCC1)C2C36)C54,O=C1c2ccc3c4c(Oc5ccccc5)ccc5ccc(Oc6ccccc6)c(c6ccc(c2c36)C(=O)N1c1ccccc1)c54,outside_MR_TADF,outside_CzBN_domain,outside_CzBN_domain
E00_133_00510,CCCCOc1ccc(-c2cc3c(o2)c(-c2ccc(OCCCC)cc2)c2n3[B-](F)(F)[N+]3=Cc4c(-c5ccc(OCCCC)cc5)c5oc(-c6ccc(OCCCC)cc6)cc5n4[B-](F)(F)[N+]3=C2)cc1,YTRBBKGBSHQULG-UHFFFAOYSA-N,,DOI: 10.1021/acs.joc.6b01018,toluene,1,1.9298092748571982,1.9298092748571982,0.0,1.9298092748571982,1.9298092748571982,0.0,1.9298092748571982,general_only,C1CCC(C2CC3C4CC5CC6C(CC5CC4C(C4CCCCC4)C3C2)C2CC(C3CCCCC3)CC2C6C2CCCCC2)CC1,[BH2-]1n2c(c(-c3ccccc3)c3oc(-c4ccccc4)cc32)C=[N+]2[BH2-]n3c(c(-c4ccccc4)c4oc(-c5ccccc5)cc43)C=[N+]12,outside_MR_TADF,outside_CzBN_domain,outside_CzBN_domain
E00_133_00511,CCCCOc1ccc(-c2oc3c(-c4ccc(OCCCC)cc4)c4n(c3c2-c2ccc(OCCCC)cc2)[B-](F)(F)[N+]2=Cc3c(-c5ccc(OCCCC)cc5)c5oc(-c6ccc(OCCCC)cc6)c(-c6ccc(OCCCC)cc6)c5n3[B-](F)(F)[N+]2=C4)cc1,XGRGXJHENDCDJE-UHFFFAOYSA-N,,DOI: 10.1021/acs.joc.6b01018,toluene,1,1.9107110659821402,1.9107110659821402,0.0,1.9107110659821402,1.9107110659821402,0.0,1.9107110659821402,general_only,C1CCC(C2CC3C(C4CCCCC4)C4CC5CC6C(CC5CC4C3C2C2CCCCC2)C(C2CCCCC2)C2CC(C3CCCCC3)C(C3CCCCC3)C62)CC1,[BH2-]1n2c(c(-c3ccccc3)c3oc(-c4ccccc4)c(-c4ccccc4)c32)C=[N+]2[BH2-]n3c(c(-c4ccccc4)c4oc(-c5ccccc5)c(-c5ccccc5)c43)C=[N+]12,outside_MR_TADF,outside_CzBN_domain,outside_CzBN_domain
E00_133_00512,CCCCOc1ccc(-c2oc3cc4n(c3c2-c2ccc(OCCCC)cc2)[B-](F)(F)[N+]2=Cc3cc5oc(-c6ccc(OCCCC)cc6)c(-c6ccc(OCCCC)cc6)c5n3[B-](F)(F)[N+]2=C4)cc1,DPBHYGPMSQVWRE-UHFFFAOYSA-N,,DOI: 10.1021/acs.joc.6b01018,toluene,1,1.986975531652845,1.986975531652845,0.0,1.986975531652845,1.986975531652845,0.0,1.986975531652845,general_only,C1CCC(C2CC3CC4CC5CC6C(CC5CC4C3C2C2CCCCC2)CC2CC(C3CCCCC3)C(C3CCCCC3)C26)CC1,[BH2-]1n2c(cc3oc(-c4ccccc4)c(-c4ccccc4)c32)C=[N+]2[BH2-]n3c(cc4oc(-c5ccccc5)c(-c5ccccc5)c43)C=[N+]12,outside_MR_TADF,outside_CzBN_domain,outside_CzBN_domain
E00_133_00513,CCCCOc1ccc(/C=C/C=C/C=C/c2ccc([N+](=O)[O-])cc2)cc1,NFALPGXBQRFCNT-WUJFNTSISA-N,,DOI: 10.1021/jp064937j,toluene,1,2.6117216117216118,2.6117216117216118,0.0,2.6117216117216118,2.6117216117216118,0.0,2.6117216117216118,general_only,C1CCC(CCCCCCC2CCCCC2)CC1,C(=C/C=C/c1ccccc1)\C=C\c1ccccc1,outside_MR_TADF,outside_CzBN_domain,outside_CzBN_domain
E00_133_00514,CCCCc1cc(C(=O)CCC)c2ccc3c(CCCC)cc(N4CCCCC4)c4ccc1c2c34,KMYYZHDVESRPDU-UHFFFAOYSA-N,,DOI: 10.1002/chem.201301020,toluene,1,2.742779870568917,2.742779870568917,0.0,2.742779870568917,2.742779870568917,0.0,2.742779870568917,general_only,C1CCC(C2CCC3CCC4CCCC5CCC2C3C45)CC1,c1cc2ccc3ccc(N4CCCCC4)c4ccc(c1)c2c34,outside_MR_TADF,outside_CzBN_domain,outside_CzBN_domain
E00_133_00515,CCCCc1cc(C=O)c2ccc3c(CCCC)cc(N4CCCCC4)c4ccc1c2c34,PERPJQDGOZQURI-UHFFFAOYSA-N,,DOI: 10.1002/chem.201301020,toluene,1,2.618590622429394,2.618590622429394,0.0,2.618590622429394,2.618590622429394,0.0,2.618590622429394,general_only,C1CCC(C2CCC3CCC4CCCC5CCC2C3C45)CC1,c1cc2ccc3ccc(N4CCCCC4)c4ccc(c1)c2c34,outside_MR_TADF,outside_CzBN_domain,outside_CzBN_domain
E00_133_00516,CCCCc1ccc(-n2c3c(c4c2c2c(n4-c4ccc(CCCC)cc4)-c4cc(F)ccc4NB2c2ccccc2)B(c2ccccc2)Nc2ccc(F)cc2-3)cc1,KXYHGKGMRDYFFO-UHFFFAOYSA-N,,DOI: 10.1021/acs.joc.6b01209,toluene,1,3.0967138492236703,3.0967138492236703,0.0,3.0967138492236703,3.0967138492236703,0.0,3.0967138492236703,general_only,C1CCC(C2CC3CCCCC3C3C(C4CCCCC4)C4C5C(C6CCCCC6)CC6CCCCC6C5C(C5CCCCC5)C4C23)CC1,c1ccc(B2Nc3ccccc3-c3c2c2c(c4c(n2-c2ccccc2)-c2ccccc2NB4c2ccccc2)n3-c2ccccc2)cc1,outside_MR_TADF,outside_CzBN_domain,outside_CzBN_domain
E00_133_00517,CCCCc1ccc(-n2c3c(c4c2c2c(n4-c4ccc(CCCC)cc4)-c4ccc(C(F)(F)F)cc4NB2c2ccccc2)B(c2ccccc2)Nc2cc(C(F)(F)F)ccc2-3)cc1,BMLWETDQOBETLZ-UHFFFAOYSA-N,,DOI: 10.1021/acs.joc.6b01209,toluene,1,3.043499210966957,3.043499210966957,0.0,3.043499210966957,3.043499210966957,0.0,3.043499210966957,general_only,C1CCC(C2CC3CCCCC3C3C(C4CCCCC4)C4C5C(C6CCCCC6)CC6CCCCC6C5C(C5CCCCC5)C4C23)CC1,c1ccc(B2Nc3ccccc3-c3c2c2c(c4c(n2-c2ccccc2)-c2ccccc2NB4c2ccccc2)n3-c2ccccc2)cc1,outside_MR_TADF,outside_CzBN_domain,outside_CzBN_domain
E00_133_00518,CCCCc1ccc(N(c2ccc(CCCC)cc2)c2ccc(-c3ccc4c(c3)S(=O)(=O)c3cc(-c5ccc(N(c6ccc(CCCC)cc6)c6ccc(CCCC)cc6)cc5)ccc3-4)cc2)cc1,BGBWVFRRVKBMKZ-UHFFFAOYSA-N,,DOI: 10.1021/jo100898a,toluene,1,2.8248640104142453,2.8248640104142453,0.0,2.8248640104142453,2.8248640104142453,0.0,2.8248640104142453,general_only,CC1(C)C2CC(C3CCC(C(C4CCCCC4)C4CCCCC4)CC3)CCC2C2CCC(C3CCC(C(C4CCCCC4)C4CCCCC4)CC3)CC21,O=S1(=O)c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)ccc2-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc21,outside_MR_TADF,outside_CzBN_domain,outside_CzBN_domain
